name, molecular_weight, confidence (HHpred),pdb, selection, bu, uniprot, label, surface, compartment, comments, complexation, template, quality (modfold=monomers/voroMQA=complexes), offset, pcpalAxis, protein copy number, method, dsDNA-binding, function 
MG_287_MONOMER_ddcaACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,Dodecanoyl-ACP (n-C12:0ACP),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_hdeACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_myrsACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,Myristoyl-ACP (n-C14:0ACP),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_ocdcaACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,Octadecanoyl-ACP (n-C18:0ACP),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_octeACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_palmACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,Palmitoyl-ACP (n-C16:0ACP),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_287_MONOMER_tdeACP,,99.1,MG_287_MONOMER_int.pdb,,AU,,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),,curated_root.mge,c,1.0,1klp; 1vku; 5kp7; 1f80; 2liu; 4dxe; 1x3o; 5h9h,0.7309,"0,0,0","0,0,1",0,Homology Modeling,0,metabolism
MG_289_290_291_PENTAMER,220139,77.075988174,2ONK, or :A or :B or :C or :D or :E,AU,,phosphonate ABC transporter,TRUE,curated_root.mge,m,1.0,-,0.548329,"0,0,0","0,0,1",23,PDB-homolog,0,protein transport/singaling
MG_292_TETRAMER,410504,100.0,alas.pdb,,AU,,alanyl-tRNA synthetase,,curated_root.mge,c,1.0,3HXU_A; 2ZZF_A; 2ZVF_AB,0.296592,"0,0,0","0,0,1",17,CYT-MG-model,0,RNA synthesis/maturation
MG_293_DIMER,57080.4,99.59016393,MG_293_DIMER_g.pdb,,AU,,glycerophosphoryl diester phosphodiesterase family protein,,curated_root.mge,c,1.0,2pz0,0.436078,"0,0,0","0,0,1",36,Homology Modeling,0,metabolism
MG_295_MONOMER_ox,,100.0,MG_295_MONOMER_int.pdb,,AU,,oxidized tRNA U34 sulfurtransferase,,curated_root.mge,c,1.0,2det; 2hma,0.702,"0,0,0","0,0,1",0,Homology Modeling,0,RNA synthesis/maturation
MG_299_DIMER,70193,99.6875,pta.pdb,,AU,,phosphate acetyltransferase,,curated_root.mge,c,1.0,1TD9_AB,0.380028,"0,0,0","0,0,1",28,CYT-MG-model,0,metabolism
MG_301_TETRAMER,148391,100.0,gapa.pdb,,AU,,glyceraldehyde-3-phosphate dehydrogenase; type I,,curated_root.mge,c,1.0,1ZNQ_OPQR,0.406388,"0,0,0","0,0,1",21,CYT-MG-model,0,metabolism
MG_302_303_304_TETRAMER,142967,88.24078492,5X3X,,AU,,metal ion (cobalt) ABC transporter,TRUE,curated_root.mge,m,1.0,-,0.501665,"-3,8,-37","0,0,1",12,PDB-homolog,0,protein transport/singaling
MG_316_DIMER,84527.4,0.945257453,MG_316_DIMER_g.pdb,,AU,,DNA internalization-related competence protein ComEC/Rec2,TRUE,curated_root.mge,m,1.0,3M31,0.372498,"0,0,0","0.9,-0.06,0.15",35,Homology Modeling,0,DNA replication/maintenance
MG_322_323_TETRAMER,173094,97.52853962500001,4j7c,,AU,,potassium uptake protein; TrkH family; putative,TRUE,curated_root.mge,m,1.0,-,-1,"0,0,0","0,0,1",13,PDB-homolog,0,protein transport/singaling
MG_333_DIMER,43261.2,99.9,MG_333_DIMER_g.pdb,,AU,,FMN-dependent NADH-azoreductase; putative,,curated_root.mge,c,1.0,3W77,0.475282,"0,0,0","0,0,1",15,Homology Modeling,0,metabolism
MG_336_DIMER,92491.2,98.03921569,MG_336_DIMER_sw.pdb,,AU,,cysteine desulfurase,,curated_root.mge,c,1.0,3n4j_A,0.51867,"0,0,0","0,0,1",13,Homology Modeling,0,metabolism
MG_346_DIMER,37511.4,93.97590361,MG_346_DIMER_g.pdb,,AU,,23S rRNA methyltransferase,,curated_root.mge,c,1.0,3N4J,0.514822,"0,0,0","0,0,1",15,Homology Modeling,0,RNA synthesis/maturation
MG_347_DIMER,49113.4,98.94857143,MG_347_DIMER_g.pdb,,AU,,tRNA (guanine-N(7)-)-methyltransferase,,curated_root.mge,c,1.0,2FCA,0.446412,"0,0,0","0,0,1",14,Homology Modeling,0,RNA synthesis/maturation
MG_349_HEXAMER,281062,61.38613861000001,MG_349_HEXAMER_sw.pdb,,AU,,Replication initiation/membrane attachment protein,,curated_root.mge,c,1.0,5fdk_D,0.439828,"0,0,0","0,0,1",11,Homology Modeling,0,DNA replication/maintenance
MG_351_HEXAMER,127642,89.67391304,5LS0,,BU1,,inorganic pyrophosphatase,,curated_root.mge,c,1.0,-,0.531652,"0,0,0","0,0,1",12,PDB-homolog,0,metabolism
MG_352_DIMER,38390.6,98.79518072,MG_352_DIMER_g.pdb,,AU,,Holliday junction endonuclease,,curated_root.mge,c,1.0,na,0.495634,"-11,-15,1","0.74,-0.67,0.09",14,Homology Modeling,1,DNA replication/maintenance
MG_353_DIMER,24735.2,85.15045872,MG_353_DIMER_g.pdb,,AU,,DNA-binding protein HU; putative,,curated_root.mge,c,1.0,5EKA,0.364534,"20,2,1","0,0,1",20,Homology Modeling,1,DNA replication/maintenance
MG_355_HEXAMER,484000,99.85994397999998,MG_355_HEXAMER_sw.pdb,,AU,,ATP-dependent Clp protease; ATPase subunit,,curated_root.mge,c,1.0,1o0w_A,0.453847,"0,0,0","0,0,1",14,Homology Modeling,0,protein folding/maturation
MG_357_DIMER,88319.6,99.49109415,MG_357_DIMER_g.pdb,,AU,,acetate kinase,,curated_root.mge,c,1.0,3sk3,0.449082,"0,0,0","0,0,1",58,Homology Modeling,0,metabolism
MG_358_359_10MER,304161,96.231337094,1bvs_3pfi_v2.pdb,,AU,,Holliday junction DNA helicase,,curated_root.mge,c,1.0,-,0.488289,"0,0,0","0,0,1",16,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_367_DIMER,59931,84.35114504,MG_367_DIMER_g.pdb,,AU,,ribonuclease III,,curated_root.mge,c,1.0,1O0W,0.350363,"0,0,0","0,0,1",20,Homology Modeling,0,RNA synthesis/maturation
MG_368_DIMER,73004.4,100.0,MG_368_DIMER_g.pdb,,AU,,fatty acid/phospholipid synthesis protein PlsX,,curated_root.mge,c,1.0,1VI1,0.512666,"0,0,0","0,0,1",20,Homology Modeling,0,metabolism
MG_369_DIMER,124958,37.52244165,1uoe,,AU,,DAK2 phosphatase domain protein,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",16,PDB-homolog,0,metabolism
MG_372_DIMER,88353,98.7012987,MG_372_DIMER_sw.pdb,,AU,,thiamine biosynthesis/tRNA modification protein ThiI,,curated_root.mge,c,1.0,2hql_A,0.481256,"0,0,0","0,0,1",113,Homology Modeling,0,RNA synthesis/maturation
MG_375_DIMER,130074,99.64539007,thrs.pdb,,AU,,threonyl-tRNA synthetase,,curated_root.mge,c,1.0,1QF6_A,0.305802,"0,0,0","0,0,1",114,CYT-MG-model,0,RNA synthesis/maturation
MG_376_HEXAMER,71152.8,99.03846154,MG_376_HEXAMER_g.pdb,,AU,,None,,curated_root.mge,c,1.0,2hql,0.505928,"0,0,0","0,0,1",17,Homology Modeling,0,DNA replication/maintenance
MG_382_TETRAMER,95976,98.96197183,MG_382_TETRAMER_g.pdb,,AU,,uridine kinase,,curated_root.mge,c,1.0,2JEO,0.430073,"0,0,0","0,0,1",7,Homology Modeling,0,metabolism
MG_383_DIMER,56007,96.77419355,nade.pdb,,AU,,NH(3)-dependent NAD+ synthetase; putative,,curated_root.mge,c,1.0,3FIU_AB,0.335339,"0,0,0","0,0,1",9,CYT-MG-model,0,metabolism
MG_385_DIMER,54722.2,99.57627119,MG_385_DIMER_sw.pdb,,AU,,glycerophosphoryl diester phosphodiesterase family protein,,curated_root.mge,c,1.0,4ry2_B,0.441636,"0,0,0","0,0,1",18,Homology Modeling,0,metabolism
MG_390_DIMER,150897,99.6969697,MG_390_DIMER_g.pdb,,AU,,toxin ABC transporter; ATP-binding/permease protein,TRUE,curated_root.mge,m,1.0,4RY2,0.430127,"5,-4,28","-0.25,0,-0.97",15,Homology Modeling,0,protein transport/singaling
MG_391_HEXAMER,292410,93.51230425,pepa.pdb,,AU,,cytosol aminopeptidase,,curated_root.mge,c,1.0,3H8E_AB,0.315007,"0,0,0","0,0,1",26,CYT-MG-model,0,protein folding/maturation
MG_392_393_21MER,902346,97.29929906333334,grol_noH.pdb,,AU,,GroEL-GroES chaperonin complex,,curated_root.mge,c,1.0,1AON_OPQRSTU,0.281555,"0,0,0","0,0,1",9,CYT-MG-model,0,protein folding/maturation
MG_394_TETRAMER,178254,98.76847291,MG_394_TETRAMER_g.pdb,,AU,,serine hydroxymethyltransferase,,curated_root.mge,c,1.0,1DFO,0.517903,"0,0,0","0,0,1",15,Homology Modeling,0,metabolism
MG_396_DIMER,33786.6,100.0,6MU0, or :A or :B,BU2,,ribose 5-phosphate isomerase B,,curated_root.mge,c,1.0,-,0.434797,"0,0,0","0,0,1",24,PDB (MG experimentally solved),0,metabolism
MG_398_399_400_401_402_403_404_405_22MER,584095,87.56381306136363,5T4O,,AU,,H(+)-transporting two-sector ATPase,TRUE,curated_root.mge,m,1.0,-,0.0273324,"0,0,99","-0.04,-0.19,-0.98",11,PDB-homolog,0,metabolism
MG_407_DIMER,98921.2,96.72489083,eno.pdb,,AU,,enolase,,curated_root.mge,c,1.0,1W6T_AB,0.34935,"0,0,0","0,0,1",34,CYT-MG-model,0,metabolism
MG_409_DIMER,54084.4,97.58222222,MG_409_DIMER_sw.pdb,,AU,,phosphate transport system regulatory protein PhoU; putative,,curated_root.mge,c,1.0,5ivl_B,0.451211,"0,0,0","0,0,1",17,Homology Modeling,0,protein transport/singaling
MG_410_411_412_PENTAMER,261305,70.20293825600001,3tui_5wnn.pdb,,AU,,phosphate ABC transporter,TRUE,curated_root.mge,m,1.0,-,0.535791,"-14,-2,-10","0.73,-0.17,0.66",15,PDB-homolog (manually assembled),0,protein transport/singaling
MG_425_DIMER,101763,82.18262806,MG_425_DIMER_g.pdb,,AU,,ATP-dependent RNA helicase,,curated_root.mge,c,1.0,1hv8,0.503098,"0,0,0","0,0,1",13,Homology Modeling,0,RNA synthesis/maturation
MG_427_DIMER,30833,99.9,ohrb.pdb,,AU,,osmotically inducible peroxidase,,curated_root.mge,c,1.0,3EER_A,0.26534,"0,0,0","0,0,1",18,CYT-MG-model,0,host cell interaction
MG_427_DIMER_ox,,99.9,ohrb.pdb,,AU,,oxidized osmotically inducible peroxidase,,curated_root.mge,c,1.0,3EER_A,0.26534,"0,0,0","0,0,1",0,CYT-MG-model,0,host cell interaction
MG_428_DIMER,39774,96.97894737,MG_428_DIMER_g.pdb,,AU,,LuxR bacterial regulatory protein; putative,,curated_root.mge,c,1.0,1or7,0.273264,"7,26,-15","0.85,-0.05,0.52",11,Homology Modeling,1,transcription
MG_431_DIMER,54316.2,99.59016393,MG_431_DIMER_g.pdb,,AU,,triosephosphate isomerase,,curated_root.mge,c,1.0,2VFD,0.55022,"0,0,0","0,0,1",29,Homology Modeling,0,metabolism
MG_433_DIMER,67784.6,100.0,eftu.pdb, or :B,AU,,translation elongation factor Ts,,curated_root.mge,c,1.0,1EFU_B,0.300922,"0,0,0","0,0,1",144,CYT-MG-model,0,translation
MG_434_HEXAMER,160408,99.58847737,pyrh.pdb,,AU,,uridylate kinase,,curated_root.mge,c,1.0,2BND_AB,0.351503,"0,0,0","0,0,1",11,CYT-MG-model,0,metabolism
MG_437_DIMER,85987.6,94.20654912,MG_437_DIMER_g.pdb,,AU,,phosphatidate cytidylyltransferase,TRUE,curated_root.mge,m,1.0,4Q2G,0.455029,"0,0,0","0.44,-0.11,0.89",25,Homology Modeling,0,metabolism
MG_445_DIMER,52584.4,99.13419913,MG_445_DIMER_g.pdb,,AU,,tRNA (guanine-N1)-methyltransferase,,curated_root.mge,c,1.0,3KY7,0.521542,"0,0,0","0,0,1",105,Homology Modeling,0,RNA synthesis/maturation
MG_451_DIMER,85980.4,99.74619289,eftu.pdb, or :A,AU,,translation elongation factor Tu,,curated_root.mge,c,1.0,1EFU_B,0.300922,"0,0,0","0,0,1",119,CYT-MG-model,0,translation
MG_453_TETRAMER,130056,99.65753425,MG_453_TETRAMER_g.pdb,,AU,,UTP-glucose-1-phosphate uridylyltransferase,,curated_root.mge,c,1.0,5J49,0.492802,"0,0,0","0,0,1",13,Homology Modeling,0,metabolism
MG_454_DIMER,34752.2,90.23225806,MG_454_DIMER_g.pdb,,AU,,thiol-dependent peroxidase,,curated_root.mge,c,1.0,3eer,0.464235,"0,0,0","0,0,1",19,Homology Modeling,0,host cell interaction
MG_454_DIMER_ox,,90.23225806,MG_454_DIMER_g.pdb,,AU,,oxidized thiol-dependent peroxidase,,curated_root.mge,c,1.0,3eer,0.464235,"0,0,0","0,0,1",0,Homology Modeling,0,host cell interaction
MG_455_DIMER,89636.4,99.24242424,tyrs.pdb, or :A or :B,AU,,tyrosyl-tRNA synthetase,,curated_root.mge,c,1.0,1H3E_A,0.277692,"2.32e-16,-2e-17,40","0,0,1",121,CYT-MG-model,0,RNA synthesis/maturation
MG_457_HEXAMER,454793,63.390313389999996,MG_457_HEXAMER_sw.pdb,,AU,,ATP-dependent metalloprotease FtsH,TRUE,curated_root.mge,m,1.0,3h3j_A,0.406558,"48,26,8","-0.75,-0.45,-0.26",77,Homology Modeling,0,protein folding/maturation
MG_458_TETRAMER,79036.4,99.9,hpt.pdb,,AU,,hypoxanthine phosphoribosyltransferase,,curated_root.mge,c,1.0,3H83_ABCD,0.395951,"2.32e-16,-2e-17,40","0,0,1",18,CYT-MG-model,0,metabolism
MG_460_TETRAMER,135864,99.67948718,MG_460_TETRAMER_g.pdb,,AU,,L-lactate dehydrogenase/malate dehydrogenase,,curated_root.mge,c,1.0,3VKU,0.513181,"2.32e-16,-2e-17,40","0,0,1",19,Homology Modeling,0,metabolism
MG_467_468_526_TETRAMER,463732,58.7706008925,5XU1,,AU,,salivaricin A ABC transporter,TRUE,curated_root.mge,m,1.0,-,0.466816,"1,-1,0","0,0,1",15,PDB-homolog,0,protein transport/singaling
MG_469_1MER_ADP,,98.85583524,3R8F, or :A,AU,,DnaA-ADP,,curated_root.mge,c,1.0,-,-1,"10,33,36","0.25,0.93,0.28",0,PDB-homolog,1,DNA replication/maintenance
MG_469_1MER_ATP,,98.85583524,3R8F, or :A,AU,,DnaA-ATP,,curated_root.mge,c,1.0,-,-1,"2,23,31","0.18,0.94,0.29",0,PDB-homolog,1,DNA replication/maintenance
MG_469_2MER_1ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B,AU,,DnaA 2mer-(1)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_2MER_ATP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B,AU,,DnaA-ATP 2mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_3MER_2ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B or :C,AU,,DnaA 3mer-(2)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_3MER_ATP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B or :C,AU,,DnaA-ATP 3mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_4MER_3ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B or :C or :D,AU,,DnaA 4mer-(3)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_4MER_ATP,,98.85583524,ATP-DnaA_DNA_model_0001.pdb, or :A or :B or :C or :D,AU,,DnaA-ATP 4mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_5MER_4ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_5mer.pdb, or :A or :B or :C or :D or :G,AU,,DnaA 5mer-(4)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_5MER_ATP,,98.85583524,ATP-DnaA_DNA_model_5mer.pdb, or :A or :B or :C or :D or :G,AU,,DnaA-ATP 5mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_6MER_5ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_6mer.pdb, or :A or :B or :C or :D or :G or :H,AU,,DnaA 6mer-(5)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_6MER_ATP,,98.85583524,ATP-DnaA_DNA_model_6mer.pdb, or :A or :B or :C or :D or :G or :H,AU,,DnaA-ATP 6mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_7MER_6ATP_ADP,,98.85583524,ATP-DnaA_DNA_model_7mer.pdb, or :A or :B or :C or :D or :G or :H or :I,AU,,DnaA 7mer-(6)ATP-(1)ADP,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_469_7MER_ATP,,98.85583524,ATP-DnaA_DNA_model_7mer.pdb, or :A or :B or :C or :D or :G or :H or :I,AU,,DnaA-ATP 7mer,,curated_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),1,DNA replication/maintenance
MG_482_DIMER,25561.6,99.02368421,MG_482_DIMER_g.pdb,,AU,,holo-(acyl-carrier-protein) synthase,,curated_root.mge,c,1.0,1FTH,0.518506,"2.32e-16,-2e-17,40","0,0,1",22,Homology Modeling,0,metabolism
REPLISOME,,91.08927381129631,REPLISOME.pdb, or :B or :C or :D or :F or :Z or :G or :S or :A or :H or :I or :X or :K or :J,AU,,Replisome,,curated_root.mge,c,1.0,-,0.450684,"0,0,0","0,0,1",0,PDB-homolog (manually assembled),0,DNA replication/maintenance
RIBOSOME_30S,,91.48346184399999,r30p_new.pdb, or :B or :C or :D or :E or :F or :G or :H or :I or :J or :K or :L or :M or :N or :O or :P or :Q or :R or :S or :T or :U or :Z,AU,,30S ribosomal subunit,,curated_root.mge,c,1.0,,-1,"0,0,0","0,0,1",0,CYT-MG-model,0,translation
RIBOSOME_30S_IF3,,93.92265193,5LMO, or :B or :C or :D or :E or :F or :G or :H or :I or :J or :K or :L or :M or :N or :O or :P or :Q or :R or :S or :T or :V or :W or :X or :Y,AU,,30S ribosomal subunit - translation initiation factor IF-3 complex,,curated_root.mge,c,1.0,-,0.415696,"0,0,0","0,0,1",0,PDB-homolog,0,translation
RIBOSOME_50S,,95.1317780065625,r50p_new.pdb, or :C or :D or :E or :F or :G or :H or :I or :J or :K or :L or :M or :N or :O or :P or :Q or :R or :S or :T or :U or :V or :W or :X or :Y or :Z or :0 or :1 or :2 or :3 or :4 or :5 or :6 or :7 or :8 or :9,AU,,50S ribosomal subunit,,curated_root.mge,c,1.0,,-1,"0,0,0","0,0,1",16,CYT-MG-model,0,translation
RIBOSOME_70S,,93.30761992528124,rp_new.pdb,,AU,,70S ribosome,,curated_root.mge,c,1.0,,-1,"-46,8,17","0.09,-0.6,0.79",0,CYT-MG-model,0,translation
RNA_POLYMERASE,391197,91.70256544,3IYD, or :A or :B or :C or :D or :E,AU,,DNA-directed RNA polymerase,,curated_root.mge,c,1.0,-,0.313057,"0,0,0","0,0,1",0,PDB-homolog,0,transcription
RNA_POLYMERASE_HOLOENZYME,448300,83.376433625,3IYD, or :A or :B or :C or :D or :E or :F,AU,,DNA-directed RNA polymerase holoenzyme,,curated_root.mge,c,1.0,-,0.313057,"-3,9,-3","0.11,-0.23,-0.97",0,PDB-homolog,0,transcription
MG_001_MONOMER,44294.5,100.0,5FKW, or :B,AU,P47247,DNA polymerase III; beta subunit,,curated_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",64.0,PDB-homolog,0,DNA replication/maintenance
MG_002_MONOMER,36260.3,98.38709677,MG_002_MONOMER_int.pdb,,AU,P47248,DnaJ domain protein,,curated_root.mge,c,0.0,4j80,0.3258,"0,0,0","0,0,1",68.0,Homology Modeling,0,protein folding/maturation
MG_003_MONOMER,72674.4,99.53846154,6RKW, or :B,AU,P47249,DNA gyrase; B subunit,,curated_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",17.0,PDB-homolog,0,DNA replication/maintenance
MG_004_MONOMER,93681.6,86.12440191,6RKW, or :A,AU,P47250,DNA gyrase; A subunit,,curated_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,DNA replication/maintenance
MG_005_MONOMER,47614.8,100.0,sers.pdb, or :A,AU,P47251,seryl-tRNA synthetase,,curated_root.mge,c,0.5,,0.5237,"0,0,0","0,0,1",0.0,CYT-MG-model,0,RNA synthesis/maturation
MG_006_MONOMER,24248.1,98.47285714,tmk.pdb, or :A,AU,P47252,thymidylate kinase,,curated_root.mge,c,0.5,3LV8_A,0.5109,"0,0,0","0,0,1",0.0,CYT-MG-model,0,metabolism
MG_007_MONOMER,28819.4,93.60708661,1JR3, or :E,AU,P47253,DNA polymerase III delta prime subunit; putative,,curated_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",320.0,PDB-homolog,0,DNA replication/maintenance
MG_008_MONOMER,50620.1,100.0,3GEH, or :A,AU,P47254,tRNA modification GTPase TrmE,,curated_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",297.0,PDB-homolog,0,RNA synthesis/maturation
MG_009_MONOMER,29814.7,99.61832061,MG_009_MONOMER_int.pdb,,AU,P47255,deoxyribonuclease,,curated_root.mge,c,0.0,1j6o; 1zzm,0.6081,"0,0,0","0,0,1",324.0,Homology Modeling,0,DNA replication/maintenance
MG_010_MONOMER,24535.5,99.44174312,MG_010_MONOMER_int.pdb,,AU,P47256,DNA primase-related protein,,curated_root.mge,c,0.0,1eqn; 5w33; 5vaz; 5guj; 5guj,0.555,"0,0,0","0,0,1",1.0,Homology Modeling,0,DNA replication/maintenance
MG_011_MONOMER,32874.7,94.42508711,MG_011_MONOMER_int.pdb,,AU,P47257,alpha-L-glutamate ligase; S6 ribosomal protein modification,,curated_root.mge,c,0.0,3vpb,0.6012,"0,0,0","0,0,1",29.0,Homology Modeling,0,protein folding/maturation
MG_012_MONOMER,32360.5,99.65156794,MG_012_MONOMER_int.pdb,,AU,P47258,alpha-L-glutamate ligase,,curated_root.mge,c,0.0,4iwx; 5i47; 3vpb; 3vpd; 5k2m,0.5757,"0,0,0","0,0,1",29.0,Homology Modeling,0,protein folding/maturation
MG_013_MONOMER,29712.6,98.53479853,MG_013_DIMER_g.pdb, or :A,AU,P47259,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,,curated_root.mge,c,0.5,4B4U,0.7346,"0,0,0","0,0,1",0.0,Homology Modeling,0,metabolism
MG_014_MONOMER,69164.4,99.51845907,4Q4H, or :A,AU,P47260,multidrug ABC transporter; ATP-binding/permease protein,TRUE,curated_root.mge,m,0.5,-,-1,"12,-4,-37","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_015_MONOMER,65381.1,99.66044143,4Q4H, or :B,AU,P47261,multidrug ABC transporter; ATP-binding/permease protein,TRUE,curated_root.mge,m,0.5,-,-1,"-9,5,-38","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_018_MONOMER,118433,45.29582929,MG_018_MONOMER_it.pdb,,AU,P47264,SNF2 family helicase putative,,curated_root.mge,c,0.0, 5vvr_M 6g7e 1z63_A 6g7e_B 6fml_G 5hzr_A ,0.15,"0,0,0","0,0,1",7.0,Homology Modeling,0,DNA replication/maintenance
MG_019_MONOMER,43745.8,95.88688946,dnaj.pdb, or :A,AU,P47265,chaperone protein DnaJ,,curated_root.mge,c,0.5,3AGZ_A; 1NLT_A; 2QSA_A,0.3668,"0,0,0","0,0,1",1.0,CYT-MG-model,0,protein folding/maturation
MG_020_MONOMER,34544.4,100.0,MG_020_MONOMER_int.pdb,,AU,P47266,proline iminopeptidase,,curated_root.mge,c,0.0,1azw; 1azw,0.6135,"0,0,0","0,0,1",31.0,Homology Modeling,0,protein folding/maturation
MG_021_MONOMER,58331.5,100.0,MG_021_DIMER_g.pdb, or :A,AU,P47267,methionyl-tRNA synthetase,,curated_root.mge,c,0.5,na,-1,"0,0,0","0,0,1",1.0,Homology Modeling,0,RNA synthesis/maturation
MG_022_MONOMER,16684.6,61.25655172,rnap.pdb, or :E,AU,P47268,DNA-directed RNA polymerase; delta subunit,,curated_root.mge,c,0.5,2KRC_A,0.2116,"0,0,0","0,0,1",197.0,CYT-MG-model,0,transcription
MG_023_MONOMER,31124,100.0,MG_023_DIMER_g.pdb, or :A,AU,P47269,fructose-1;6-bisphosphate aldolase; class II,,curated_root.mge,c,0.5,3Q94,-1,"0,0,0","0,0,1",0.0,Homology Modeling,0,metabolism
MG_024_MONOMER,40639.2,99.72752044,MG_024_MONOMER_int.pdb,,AU,P47270,GTP-binding protein YchF,,curated_root.mge,c,0.0,2dby; 5ee0; 1jal; 2ohf; 1ni3,0.5405,"0,0,0","0,0,1",256.0,Homology Modeling,0,translation
MG_025_MONOMER,34671.5,73.41644295,MG_025_MONOMER_int.pdb,,AU,P47271,Beta-glycosyl transferase,,curated_root.mge,c,0.0,5hea; 6h1j,0.5127,"0,0,0","0,0,1",6.0,Homology Modeling,0,metabolism
MG_026_MONOMER,21914.2,100.0,efp.pdb, or :A,AU,P47272,translation elongation factor P,,curated_root.mge,c,0.0,1UEB_AB,0.5237,"0,0,0","0,0,1",106.0,CYT-MG-model,0,translation
MG_027_MONOMER,17294.2,100.0,1Q8C, or :A,BU1,P47273,transcription termination/antitermination protein NusB,,curated_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",102.0,PDB (MG experimentally solved),0,transcription
