name, molecular_weight, confidence (HHpred),pdb, selection, bu, uniprot, label, surface, compartment, comments, complexation, template, quality (modfold=monomers/voroMQA=complexes), offset, pcpalAxis, protein copy number, method, dsDNA-binding, function 
MG_316_DIMER,84527.4,0.945257453,5aym,,AU,,DNA internalization-related competence protein ComEC/Rec2,TRUE,auto_root.mge,m,1.0,-,-1,"0,0,0","0,0,1",35,PDB-homolog,0,DNA replication/maintenance
MG_322_323_TETRAMER,173094,97.52853962500001,4j7c,,AU,,potassium uptake protein; TrkH family; putative,TRUE,auto_root.mge,m,1.0,-,-1,"0,0,0","0,0,1",13,PDB-homolog,0,protein transport/singaling
MG_333_DIMER,43261.2,99.9,3W77,,BU1,,FMN-dependent NADH-azoreductase; putative,,auto_root.mge,c,1.0,-,0.504236,"0,0,0","0,0,1",15,PDB-homolog,0,metabolism
MG_336_DIMER,92491.2,98.03921569,1JF9,,BU1,,cysteine desulfurase,,auto_root.mge,c,1.0,-,0.560153,"0,0,0","0,0,1",13,PDB-homolog,0,metabolism
MG_346_DIMER,37511.4,93.97590361,1GZ0,,BU1,,23S rRNA methyltransferase,,auto_root.mge,c,1.0,-,0.558036,"0,0,0","0,0,1",15,PDB-homolog,0,RNA synthesis/maturation
MG_347_DIMER,49113.4,98.94857143,2FCA,,BU1,,tRNA (guanine-N(7)-)-methyltransferase,,auto_root.mge,c,1.0,-,0.526161,"0,0,0","0,0,1",14,PDB-homolog,0,RNA synthesis/maturation
MG_349_HEXAMER,281062,61.38613861000001,5WTN,,BU1,,Replication initiation/membrane attachment protein,,auto_root.mge,c,1.0,-,0.584537,"0,0,0","0,0,1",11,PDB-homolog,0,DNA replication/maintenance
MG_351_HEXAMER,127642,89.67391304,5LS0,,BU1,,inorganic pyrophosphatase,,auto_root.mge,c,1.0,-,0.531652,"0,0,0","0,0,1",12,PDB-homolog,0,metabolism
MG_352_DIMER,38390.6,98.79518072,2FCO,,1,,Holliday junction endonuclease,,auto_root.mge,c,1.0,-,0.568603,"-11,-15,1","0.74,-0.67,0.09",14,PDB-homolog,1,DNA replication/maintenance
MG_353_DIMER,24735.2,85.15045872,6N2L,,BU1,,DNA-binding protein HU; putative,,auto_root.mge,c,1.0,-,0.190625,"0,0,0","0,0,1",20,PDB-homolog,1,DNA replication/maintenance
MG_355_HEXAMER,484000,99.85994397999998,6AZY,,BU1,,ATP-dependent Clp protease; ATPase subunit,,auto_root.mge,c,1.0,-,0.496703,"0,0,0","0,0,1",14,PDB-homolog,0,protein folding/maturation
MG_357_DIMER,88319.6,99.49109415,2IIR,,BU1,,acetate kinase,,auto_root.mge,c,1.0,-,0.575585,"0,0,0","0,0,1",58,PDB-homolog,0,metabolism
MG_358_359_10MER,304161,96.231337094,7OA5, or :A or :B or :C or :D or :E or :F or :G or :H,AU,,Holliday junction DNA helicase,,auto_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",16,PDB-homolog,1,DNA replication/maintenance
MG_367_DIMER,59931,84.35114504,3C4B,,BU1,,ribonuclease III,,auto_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",20,PDB-homolog,0,RNA synthesis/maturation
MG_368_DIMER,73004.4,100.0,1VI1,,BU1,,fatty acid/phospholipid synthesis protein PlsX,,auto_root.mge,c,1.0,-,0.490047,"0,0,0","0,0,1",20,PDB-homolog,0,metabolism
MG_369_DIMER,124958,37.52244165,1uoe,,AU,,DAK2 phosphatase domain protein,,auto_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",16,PDB-homolog,0,metabolism
MG_372_DIMER,88353,98.7012987,4KR6, or :A or :B,BU1,,thiamine biosynthesis/tRNA modification protein ThiI,,auto_root.mge,c,1.0,-,0.553921,"0,0,0","0,0,1",113,PDB-homolog,0,RNA synthesis/maturation
MG_375_DIMER,130074,99.64539007,1QF6, or :A,AU,,threonyl-tRNA synthetase,,auto_root.mge,c,1.0,-,0.51835,"0,0,0","0,0,1",114,PDB-homolog,0,RNA synthesis/maturation
MG_376_HEXAMER,71152.8,99.03846154,2HQL,,BU1,,None,,auto_root.mge,c,1.0,-,0.502464,"0,0,0","0,0,1",17,PDB-homolog,0,DNA replication/maintenance
MG_382_TETRAMER,95976,98.96197183,3W34,,BU1,,uridine kinase,,auto_root.mge,c,1.0,-,0.51161,"0,0,0","0,0,1",7,PDB-homolog,0,metabolism
MG_383_DIMER,56007,96.77419355,3FIU,,BU1,,NH(3)-dependent NAD+ synthetase; putative,,auto_root.mge,c,1.0,-,0.536318,"0,0,0","0,0,1",9,PDB-homolog,0,metabolism
MG_385_DIMER,54722.2,99.57627119,3QVQ,,BU1,,glycerophosphoryl diester phosphodiesterase family protein,,auto_root.mge,c,1.0,-,0.551852,"0,0,0","0,0,1",18,PDB-homolog,0,metabolism
MG_390_DIMER,150897,99.6969697,4RY2,,AU,,toxin ABC transporter; ATP-binding/permease protein,TRUE,auto_root.mge,m,1.0,-,0.361859,"0,0,0","0,0,1",15,PDB-homolog,0,protein transport/singaling
MG_391_HEXAMER,292410,93.51230425,3H8E,,AU,,cytosol aminopeptidase,,auto_root.mge,c,1.0,-,0.56134,"0,0,0","0,0,1",26,PDB-homolog,0,protein folding/maturation
MG_392_393_21MER,902346,97.29929906333334,1AON,,BU1,,GroEL-GroES chaperonin complex,,auto_root.mge,c,1.0,-,0.44962,"0,0,0","0,0,1",9,PDB-homolog,0,protein folding/maturation
MG_394_TETRAMER,178254,98.76847291,2DKJ,,BU1,,serine hydroxymethyltransferase,,auto_root.mge,c,1.0,-,0.526736,"0,0,0","0,0,1",15,PDB-homolog,0,metabolism
MG_396_DIMER,33786.6,100.0,6mu0,,2,,ribose 5-phosphate isomerase B,,auto_root.mge,c,1.0,-,-1,"0,0,0","0,0,1",24,PDB-homolog,0,metabolism
MG_398_399_400_401_402_403_404_405_22MER,584095,87.56381306136363,5T4O,,AU,,H(+)-transporting two-sector ATPase,TRUE,auto_root.mge,m,1.0,-,0.0273324,"0,0,99","-0.04,-0.19,-0.98",11,PDB-homolog,0,metabolism
MG_407_DIMER,98921.2,96.72489083,1W6T,,AU,,enolase,,auto_root.mge,c,1.0,-,0.534966,"0,0,0","0,0,1",34,PDB-homolog,0,metabolism
MG_409_DIMER,54084.4,97.58222222,4Q25,,BU1,,phosphate transport system regulatory protein PhoU; putative,,auto_root.mge,c,1.0,-,0.532853,"0,0,0","0,0,1",17,PDB-homolog,0,protein transport/singaling
MG_410_411_412_PENTAMER,261305,70.20293825600001,5WNN,,AU,,phosphate ABC transporter,TRUE,auto_root.mge,m,1.0,-,0.545055,"0,0,0","0,0,1",15,PDB-homolog,0,protein transport/singaling
MG_425_DIMER,101763,82.18262806,5IVL,,BU1,,ATP-dependent RNA helicase,,auto_root.mge,c,1.0,-,0.534541,"0,0,0","0,0,1",13,PDB-homolog,0,RNA synthesis/maturation
MG_427_DIMER,30833,99.9,3EER,,BU1,,osmotically inducible peroxidase,,auto_root.mge,c,1.0,-,0.429368,"0,0,0","0,0,1",18,PDB-homolog,0,host cell interaction
MG_427_DIMER_ox,,99.9,3EER,,BU1,,oxidized osmotically inducible peroxidase,,auto_root.mge,c,1.0,-,0.429368,"0,0,0","0,0,1",0,PDB-homolog,0,host cell interaction
MG_428_DIMER,39774,96.97894737,4NQW,,1,,LuxR bacterial regulatory protein; putative,,auto_root.mge,c,1.0,-,0.501471,"-4,-21,13","0,0,1",11,PDB-homolog,1,transcription
MG_431_DIMER,54316.2,99.59016393,1B9B,,BU1,,triosephosphate isomerase,,auto_root.mge,c,1.0,-,0.550235,"0,0,0","0,0,1",29,PDB-homolog,0,metabolism
MG_433_DIMER,67784.6,100.0,1EFU,,BU1,,translation elongation factor Ts,,auto_root.mge,c,1.0,-,0.523408,"0,0,0","0,0,1",144,PDB-homolog,0,translation
MG_434_HEXAMER,160408,99.58847737,2BND,,BU1,,uridylate kinase,,auto_root.mge,c,1.0,-,0.572849,"0,0,0","0,0,1",11,PDB-homolog,0,metabolism
MG_437_DIMER,85987.6,94.20654912,4Q2G,,AU,,phosphatidate cytidylyltransferase,TRUE,auto_root.mge,m,1.0,-,0.516501,"0,0,0","0,0,1",25,PDB-homolog,0,metabolism
MG_445_DIMER,52584.4,99.13419913,4MCD,,BU1,,tRNA (guanine-N1)-methyltransferase,,auto_root.mge,c,1.0,-,0.462861,"0,0,0","0,0,1",105,PDB-homolog,0,RNA synthesis/maturation
MG_451_DIMER,85980.4,99.74619289,1EFU,,BU1,,translation elongation factor Tu,,auto_root.mge,c,1.0,-,0.523408,"0,0,0","0,0,1",119,PDB-homolog,0,translation
MG_453_TETRAMER,130056,99.65753425,2UX8,,BU1,,UTP-glucose-1-phosphate uridylyltransferase,,auto_root.mge,c,1.0,-,0.565212,"0,0,0","0,0,1",13,PDB-homolog,0,metabolism
MG_454_DIMER,34752.2,90.23225806,6D9N,,BU1,,thiol-dependent peroxidase,,auto_root.mge,c,1.0,-,0.564117,"0,0,0","0,0,1",19,PDB-homolog,0,host cell interaction
MG_454_DIMER_ox,,90.23225806,6D9N,,BU1,,oxidized thiol-dependent peroxidase,,auto_root.mge,c,1.0,-,0.564117,"0,0,0","0,0,1",0,PDB-homolog,0,host cell interaction
MG_455_DIMER,89636.4,99.24242424,1H3E,,BU1,,tyrosyl-tRNA synthetase,,auto_root.mge,c,1.0,-,0.508762,"0,0,0","0,0,1",121,PDB-homolog,0,RNA synthesis/maturation
MG_457_HEXAMER,454793,63.390313389999996,6AZ0, or :B,AU,,ATP-dependent metalloprotease FtsH,TRUE,auto_root.mge,m,1.0,-,0.457512,"0,13,-55","0.01,-0.21,1",77,PDB-homolog,0,protein folding/maturation
MG_458_TETRAMER,79036.4,99.9,3H83,,BU1,,hypoxanthine phosphoribosyltransferase,,auto_root.mge,c,1.0,-,0.571863,"0,0,0","0,0,1",18,PDB-homolog,0,metabolism
MG_460_TETRAMER,135864,99.67948718,4Q3N,,BU1,,L-lactate dehydrogenase/malate dehydrogenase,,auto_root.mge,c,1.0,-,0.576576,"0,0,0","0,0,1",19,PDB-homolog,0,metabolism
MG_467_468_526_TETRAMER,463732,58.7706008925,5XU1,,AU,,salivaricin A ABC transporter,TRUE,auto_root.mge,m,1.0,-,0.466816,"1,-1,0","0,0,1",15,PDB-homolog,0,protein transport/singaling
MG_469_1MER_ADP,,98.85583524,3R8F, or :A,AU,,DnaA-ADP,,auto_root.mge,c,1.0,-,-1,"10,33,36","0.25,0.93,0.28",0,PDB-homolog,1,DNA replication/maintenance
MG_469_1MER_ATP,,98.85583524,3R8F, or :A,AU,,DnaA-ATP,,auto_root.mge,c,1.0,-,-1,"2,23,31","0.18,0.94,0.29",0,PDB-homolog,1,DNA replication/maintenance
MG_469_2MER_1ATP_ADP,,98.85583524,3R8F, or :A or :B ,AU,,DnaA 2mer-(1)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"16,30,38","0.15,0.87,0.46",0,PDB-homolog,1,DNA replication/maintenance
MG_469_2MER_ATP,,98.85583524,3R8F, or :A or :B ,AU,,DnaA-ATP 2mer,,auto_root.mge,c,1.0,-,-1,"16,30,30","0.13,0.88,0.45",0,PDB-homolog,1,DNA replication/maintenance
MG_469_3MER_2ATP_ADP,,98.85583524,3R8F, or :A or :B or :C ,AU,,DnaA 3mer-(2)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"24,10,9","-0.14,0.91,0.39",0,PDB-homolog,1,DNA replication/maintenance
MG_469_3MER_ATP,,98.85583524,3R8F, or :A or :B or :C ,AU,,DnaA-ATP 3mer,,auto_root.mge,c,1.0,-,-1,"23,-27,12","-0.33,0.6,0.73",0,PDB-homolog,1,DNA replication/maintenance
MG_469_4MER_3ATP_ADP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA 4mer-(3)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"23,2,2","0.17,0.94,0.28",0,PDB-homolog,1,DNA replication/maintenance
MG_469_4MER_ATP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA-ATP 4mer,,auto_root.mge,c,1.0,-,-1,"22,9,3","0.08,0.94,0.34",0,PDB-homolog,1,DNA replication/maintenance
MG_469_5MER_4ATP_ADP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA 5mer-(4)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"23,2,7","0.16,0.92,0.36",0,PDB-homolog,1,DNA replication/maintenance
MG_469_5MER_ATP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA-ATP 5mer,,auto_root.mge,c,1.0,-,-1,"24,0,-2","0.01,0.92,0.4",0,PDB-homolog,1,DNA replication/maintenance
MG_469_6MER_5ATP_ADP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA 6mer-(5)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"26,5,-1","-0.06,0.91,0.41",0,PDB-homolog,1,DNA replication/maintenance
MG_469_6MER_ATP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA-ATP 6mer,,auto_root.mge,c,1.0,-,-1,"23,13,3","0.16,0.93,0.32",0,PDB-homolog,1,DNA replication/maintenance
MG_469_7MER_6ATP_ADP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA 7mer-(6)ATP-(1)ADP,,auto_root.mge,c,1.0,-,-1,"20,15,-1","0.12,0.91,0.39",0,PDB-homolog,1,DNA replication/maintenance
MG_469_7MER_ATP,,98.85583524,3R8F, or :A or :B or :C or :D ,AU,,DnaA-ATP 7mer,,auto_root.mge,c,1.0,-,-1,"22,8,0","0,0.96,0.29",0,PDB-homolog,1,DNA replication/maintenance
MG_482_DIMER,25561.6,99.02368421,3GWM,,BU1,,holo-(acyl-carrier-protein) synthase,,auto_root.mge,c,1.0,-,0.437448,"0,0,0","0,0,1",22,PDB-homolog,0,metabolism
REPLISOME,,91.08927381129631,4NMN,,BU1,,Replisome,,auto_root.mge,c,1.0,-,0.491809,"0,0,0","0,0,1",0,PDB-homolog,0,DNA replication/maintenance
RIBOSOME_30S,,91.48346184399999,4V69, or :AJ or :AK or :AL or :AM or :AN or :AO or :AP or :AQ or :AR or :AS or :AT or :AU or :AB or :AC or :AD or :AE or :AF or :AG or :AH or :AI,AU,,30S ribosomal subunit,,auto_root.mge,c,1.0,-,0.274255,"0,0,0","0,0,1",0,PDB-homolog,0,translation
RIBOSOME_30S_IF3,,93.92265193,5LMO, or :B or :C or :D or :E or :F or :G or :H or :I or :J or :K or :L or :M or :N or :O or :P or :Q or :R or :S or :T or :V or :W or :X or :Y,AU,,30S ribosomal subunit - translation initiation factor IF-3 complex,,auto_root.mge,c,1.0,-,0.415696,"0,0,0","0,0,1",0,PDB-homolog,0,translation
RIBOSOME_50S,,95.1317780065625,4V69, or :B5 or :BI or :BJ or :BK or :BL or :BM or :BN or :BO or :BP or :BQ or :BR or :BS or :BT or :BU or :BV or :BW or :BX or :BY or :BC or :BZ or :B0 or :B1 or :B2 or :B3 or :B4 or :BD or :BE or :BF or :BG or :BH or :BB or :BA,AU,,50S ribosomal subunit,,auto_root.mge,c,1.0,-,0.274255,"0,0,0","0,0,1",16,PDB-homolog,0,translation
RIBOSOME_70S,,93.30761992528124,4V69,,AU,,70S ribosome,,auto_root.mge,c,1.0,-,0.274255,"0,0,0","0,0,1",0,PDB-homolog,0,translation
RNA_POLYMERASE,391197,91.70256544,3IYD, or :A or :B or :C or :D or :E,AU,,DNA-directed RNA polymerase,,auto_root.mge,c,1.0,-,0.313057,"0,0,0","0,0,1",0,PDB-homolog,0,transcription
RNA_POLYMERASE_HOLOENZYME,448300,83.376433625,3IYD, or :A or :B or :C or :D or :E or :F,AU,,DNA-directed RNA polymerase holoenzyme,,auto_root.mge,c,1.0,-,0.313057,"-3,9,-3","0.11,-0.23,-0.97",0,PDB-homolog,0,transcription
MG_001_MONOMER,44294.5,100.0,5FKW, or :B,AU,P47247,DNA polymerase III; beta subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",64.0,PDB-homolog,0,DNA replication/maintenance
MG_002_MONOMER,36260.3,98.38709677,3LZ8, or :A,AU,P47248,DnaJ domain protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",68.0,PDB-homolog,0,protein folding/maturation
MG_003_MONOMER,72674.4,99.53846154,6RKW, or :B,AU,P47249,DNA gyrase; B subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",17.0,PDB-homolog,0,DNA replication/maintenance
MG_004_MONOMER,93681.6,86.12440191,6RKW, or :A,AU,P47250,DNA gyrase; A subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,DNA replication/maintenance
MG_005_MONOMER,47614.8,100.0,1WLE, or :A,AU,P47251,seryl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_006_MONOMER,24248.1,98.47285714,2PLR, or :B,AU,P47252,thymidylate kinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_007_MONOMER,28819.4,93.60708661,1JR3, or :E,AU,P47253,DNA polymerase III delta prime subunit; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",320.0,PDB-homolog,0,DNA replication/maintenance
MG_008_MONOMER,50620.1,100.0,3GEH, or :A,AU,P47254,tRNA modification GTPase TrmE,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",297.0,PDB-homolog,0,RNA synthesis/maturation
MG_009_MONOMER,29814.7,99.61832061,1ZZM, or :A,AU,P47255,deoxyribonuclease,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",324.0,PDB-homolog,0,DNA replication/maintenance
MG_010_MONOMER,24535.5,99.44174312,4EDK, or :A,AU,P47256,DNA primase-related protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,DNA replication/maintenance
MG_011_MONOMER,32874.7,94.42508711,3VPB, or :C,AU,P47257,alpha-L-glutamate ligase; S6 ribosomal protein modification,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",29.0,PDB-homolog,0,protein folding/maturation
MG_012_MONOMER,32360.5,99.65156794,3VPB, or :C,AU,P47258,alpha-L-glutamate ligase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",29.0,PDB-homolog,0,protein folding/maturation
MG_013_MONOMER,29712.6,98.53479853,4CJX, or :B,AU,P47259,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_014_MONOMER,69164.4,99.51845907,4Q4H, or :A,AU,P47260,multidrug ABC transporter; ATP-binding/permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"12,-4,-37","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_015_MONOMER,65381.1,99.66044143,4Q4H, or :B,AU,P47261,multidrug ABC transporter; ATP-binding/permease protein,TRUE,auto_root.mge,m,0.5,-,-1,"-9,5,-38","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_018_MONOMER,118433,45.29582929,6FML, or :G,AU,P47264,SNF2 family helicase putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",7.0,PDB-homolog,0,DNA replication/maintenance
MG_019_MONOMER,43745.8,95.88688946,3LZ8, or :B,AU,P47265,chaperone protein DnaJ,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein folding/maturation
MG_020_MONOMER,34544.4,100.0,1AZW, or :A,AU,P47266,proline iminopeptidase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",31.0,PDB-homolog,0,protein folding/maturation
MG_021_MONOMER,58331.5,100.0,1RQG, or :A,AU,P47267,methionyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,RNA synthesis/maturation
MG_022_MONOMER,16684.6,61.25655172,2M4K, or :A/0,AU,P47268,DNA-directed RNA polymerase; delta subunit,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",197.0,PDB-homolog,0,transcription
MG_023_MONOMER,31124,100.0,4TO8, or :A,AU,P47269,fructose-1;6-bisphosphate aldolase; class II,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_024_MONOMER,40639.2,99.72752044,1JAL, or :A,AU,P47270,GTP-binding protein YchF,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",256.0,PDB-homolog,0,translation
MG_025_MONOMER,34671.5,73.41644295,3BCV, or :B,AU,P47271,Beta-glycosyl transferase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",6.0,PDB-homolog,0,metabolism
MG_026_MONOMER,21914.2,100.0,3OYY, or :A,AU,P47272,translation elongation factor P,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",106.0,PDB-homolog,0,translation
MG_027_MONOMER,17294.2,100.0,1Q8C, or :A,BU1,P47273,transcription termination/antitermination protein NusB,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",102.0,PDB-homolog,0,transcription
MG_028_MONOMER,22679.6,57.5800995,5GJV, or :E,AU,P47274,,TRUE,auto_root.mge,m,0.0,-,-1,"0,0,0","0,0,1",167.0,PDB-homolog,0,MG-specific
MG_029_MONOMER,20884.3,97.84946237,4K2H, or :A,AU,P47275,DJ-1/PfpI family protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_030_MONOMER,22973,100.0,1V9S, or :C,AU,P47276,uracil phosphoribosyltransferase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,metabolism
MG_031_MONOMER,165265,84.90696072,3F2B, or :A,AU,P47277,DNA polymerase III; alpha subunit; Gram-positive type,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",37.0,PDB-homolog,0,DNA replication/maintenance
MG_032_MONOMER,75626.7,10.04324324,4WIJ, or :B,AU,P47278,cell adhesion protein/membrane export protein,,auto_root,e,0.0,-,-1,"0,0,0","0,0,1",2.0,PDB-homolog,0,cytokinesis/motility
MG_033_MONOMER,26363.1,99.2248062,3IYZ, or :A,AU,P47279,glycerol uptake facilitator,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_034_MONOMER,23728.3,92.48826291,3E2I, or :A,AU,P47280,thymidine kinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_035_MONOMER,47392.8,99.51690821,1QE0, or :B,AU,P47281,histidyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_036_MONOMER,62933.9,99.09090909,4AH6, or :A,AU,P47282,aspartyl-tRNA synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_037_MONOMER,51242.1,96.88888889,6E68, or :B,AU,P47283,nicotinate phosphoribosyltransferase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",23.0,PDB-homolog,0,metabolism
MG_038_MONOMER,54480.9,99.21259843,3H3N, or :O,AU,P47284,glycerol kinase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_039_MONOMER,41864.6,100.0,4X9M, or :A,AU,P47285,FAD-dependent glycerol-3-phosphate dehydrogenase; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_040_MONOMER,63274.8,73.69949239,4fi3, or :F,AU,P47286,Monosaccharide (riboside/galactoside) ABC transporter; substrate binding protein,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_041_MONOMER,9410,98.76477273,2xdf, or :C,AU,P47287,PTS system; HPr,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",69.0,PDB-homolog,0,metabolism
MG_042_MONOMER,64261.4,99.46332737,3puz, or :A,AU,P47288,spermidine/putrescine (polyamine) ABC transporter; ATP-binding protein; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,protein transport/singaling
MG_043_MONOMER,31356.3,97.44631579,3puz, or :F,AU,P47289,spermidine/putrescine (polyamine) ABC transporter; permease protein; putative,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",26.0,PDB-homolog,0,protein transport/singaling
MG_044_MONOMER,31296.3,97.78943662,3puz, or :G,AU,P47290,spermidine/putrescine (polyamine) ABC transporter; permease protein; putative,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",20.0,PDB-homolog,0,protein transport/singaling
MG_045_MONOMER,53758.3,93.16770186,3puz, or :E,AU,P47291,spermidine/putrescine (polyamine) ABC transporter; spermidine/putrescine binding protein; putative,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",6.0,PDB-homolog,0,protein transport/singaling
MG_046_MONOMER,34521.8,99.68253968,4K25, or :A,AU,P47292,metalloendopeptidase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,RNA synthesis/maturation
MG_047_MONOMER,41970.9,97.12793734,1RG9, or :B,AU,P47293,S-adenosylmethionine synthetase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_048_MONOMER,49640.4,97.08520179,3DM5, or :A,AU,P47294,signal recognition particle protein,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,protein transport/singaling
MG_049_MONOMER,26322.8,99.57983193,1Z34, or :A,AU,P47295,purine nucleoside phosphorylase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",5.0,PDB-homolog,0,metabolism
MG_050_MONOMER,24674.7,95.51569507,3NGJ, or :A,AU,P47296,deoxyribose-phosphate aldolase,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",114.0,PDB-homolog,0,metabolism
MG_051_MONOMER,46168.9,100.0,2DSJ, or :B,AU,P47297,pyrimidine-nucleoside phosphorylase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",0.0,PDB-homolog,0,metabolism
MG_052_MONOMER,14974.4,99.9,2D30, or :B,AU,P47298,cytidine deaminase,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_053_MONOMER,63025,92.90909091,3UW2, or :A,AU,P47299,phosphoglucomutase/phosphomannomutase; putative,,auto_root.mge,c,0.5,-,-1,"0,0,0","0,0,1",1.0,PDB-homolog,0,metabolism
MG_054_MONOMER,36136.5,98.63544304,5TBZ, or :J,AU,P47300,transcription antitermination protein NusG; putative,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",205.0,PDB-homolog,0,transcription
MG_055_MONOMER,14088,46.91869919,5mg3, or :E,AU,P47301,preprotein translocase; SecE subunit,TRUE,auto_root.mge,m,0.5,-,-1,"0,0,0","0,0,1",242.0,PDB-homolog,0,protein transport/singaling
MG_056_MONOMER,31708.7,99.63898917,3KWP, or :A,AU,P47302,tetrapyrrole (corrin/porphyrin) methylase protein,,auto_root.mge,c,0.0,-,-1,"0,0,0","0,0,1",10.0,PDB-homolog,0,RNA synthesis/maturation
